COUNTRY;MAKE;OEM;OEM_NEW;PRICE;PRICE_NEW;VALID_FROM (YYYYMMDD);VALID_UNTIL (YYYYMMDD)
RO;033;AJ810525;;317232;;;
RO;033;AJ810570;;79983;;;
RO;033;AJ810598;;574029;;;
RO;033;AJ810678;;91864;;;
RO;033;AJ810687;;154805;;;
RO;033;AJ810690;;124538;;;
RO;033;AJ810715;;172020;;;
RO;033;AJ810851;;958189;;;
RO;033;AJ810852;;1064145;;;
RO;033;AJ810945;;7706;;;
RO;033;AJ811012;;125219;;;
RO;033;AJ811116;;91966;;;
RO;033;AJ811117;;124289;;;
RO;033;AJ811140;;14319;;;
RO;033;AJ811141;;16793;;;
RO;033;AJ811146;;6532;;;
RO;033;AJ811155;;169431;;;
RO;033;AJ811176;;100438;;;
RO;033;AJ811177;;110748;;;
RO;033;AJ811213;;146617;;;
RO;033;AJ811224;;29723;;;
RO;033;AJ811278;;468998;;;
RO;033;AJ811283;;468998;;;
RO;033;AJ811326;;48483;;;
RO;033;AJ811355;;19222;;;
RO;033;AJ811378;;34596;;;
RO;033;AJ811428;;132854;;;
RO;033;AJ811429;;132854;;;
RO;033;AJ811449;;25879;;;
RO;033;AJ811453;;4956;;;
RO;033;AJ811477;;39851;;;
RO;033;AJ811481;;16659;;;
RO;033;AJ811487;;52933;;;
RO;033;AJ811488;;19814;;;
RO;033;AJ811499;;31419;;;
RO;033;AJ811501;;6825;;;
RO;033;AJ811549;;259915;;;
RO;033;AJ81154E;;4437392;;;
RO;033;AJ811551;;12926;;;
RO;033;AJ811575;;11753;;;
RO;033;AJ811576;;4956;;;
RO;033;AJ811590;;5206;;;
RO;033;AJ811625;;194603;;;
RO;033;AJ811638;;14292;;;
RO;033;AJ811668;;17692;;;
RO;033;AJ811689;;41907;;;
RO;033;AJ811690;;238330;;;
RO;033;AJ811695;;44950;;;
RO;033;AJ811713;;5126;;;
RO;033;AJ811714;;2878;;;
RO;033;AJ811717;;74888;;;
RO;033;AJ811728;;24451;;;
RO;033;AJ811761;;3426;;;
RO;033;AJ811767;;12343;;;
RO;033;AJ811770;;202078;;;
RO;033;AJ811788;;16152;;;
RO;033;AJ811793;;46410;;;
RO;033;AJ811807;;195186;;;
RO;033;AJ811808;;218613;;;
RO;033;AJ811878;;82768;;;
RO;033;AJ811888;;18777;;;
RO;033;AJ811890;;9798;;;
RO;033;AJ811891;;9798;;;
RO;033;AJ811892;;9798;;;
RO;033;AJ811893;;9798;;;
RO;033;AJ811923;;41128;;;
RO;033;AJ811924;;33012;;;
RO;033;AJ811944;;5775;;;
RO;033;AJ811948;;39606;;;
RO;033;AJ811959;;117988;;;
RO;033;AJ811960;;104817;;;
RO;033;AJ811990;;273531;;;
RO;033;AJ811991;;273531;;;
RO;033;AJ811992;;273531;;;
RO;033;AJ811993;;273531;;;
RO;033;AJ811994;;273531;;;
RO;033;AJ811995;;273531;;;
RO;033;AJ811998;;463142;;;
RO;033;AJ812098;;62834;;;
RO;033;AJ812099;;62834;;;
RO;033;AJ812108;;79195;;;
RO;033;AJ812109;;453117;;;
RO;033;AJ812122;;183345;;;
RO;033;AJ812134;;163523;;;
RO;033;AJ812145;;108790;;;
RO;033;AJ812154;;524027;;;
RO;033;AJ812160;;102952;;;
RO;033;AJ812162;;96248;;;
RO;033;AJ812234;;34841;;;
RO;033;AJ812235;;34841;;;
RO;033;AJ812236;;20317;;;
RO;033;AJ812237;;54295;;;
RO;033;AJ812250;;38805;;;
RO;033;AJ812273;;380947;;;
RO;033;AJ812274;;217857;;;
RO;033;AJ812275;;207480;;;
RO;033;AJ812282;;10261;;;
RO;033;AJ812284;;19454;;;
RO;033;AJ812303;;233173;;;
RO;033;AJ812304;;300381;;;
RO;033;AJ812312;;178619;;;
RO;033;AJ812315;;13571;;;
RO;033;AJ812318;;1155604;;;
RO;033;AJ812319;;1213375;;;
RO;033;AJ812327;;233173;;;
RO;033;AJ812337;;56351;;;
RO;033;AJ812351;;20606;;;
RO;033;AJ812357;;148922;;;
RO;033;AJ812391;;105965;;;
RO;033;AJ812392;;122896;;;
RO;033;AJ812399;;22115;;;
RO;033;AJ812402;;22115;;;
RO;033;AJ812432;;11542;;;
RO;033;AJ812447;;5188;;;
RO;033;AJ812454;;286075;;;
RO;033;AJ812455;;97079;;;
RO;033;AJ812461;;23254;;;
RO;033;AJ812462;;23254;;;
RO;033;AJ812469;;135600;;;
RO;033;AJ812513;;82933;;;
RO;033;AJ812524;;320418;;;
RO;033;AJ812567;;15164;;;
RO;033;AJ812570;;4338;;;
RO;033;AJ812571;;19436;;;
RO;033;AJ812576;;13536;;;
RO;033;AJ812615;;8850;;;
RO;033;AJ812809E;;3863812;;;
RO;033;AJ812815;;2402121;;;
RO;033;AJ81284;;66376;;;
RO;033;AJ812855;;7752298;;;
RO;033;AJ812855E;;7752298;;;
RO;033;AJ812859;;41190;;;
RO;033;AJ812860;;41190;;;
RO;033;AJ812890;;7752298;;;
RO;033;AJ812891;;2753149;;;
RO;033;AJ812948;;3841492;;;
RO;033;AJ812950;;249868;;;
RO;033;AJ812951;;249868;;;
RO;033;AJ812952;;249392;;;
RO;033;AJ812953;;249392;;;
RO;033;AJ812965;;29336;;;
RO;033;AJ812966;;29336;;;
RO;033;AJ812979;;233173;;;
RO;033;AJ81298;;212112;;;
RO;033;AJ812984;;1447238;;;
RO;033;AJ812986;;488990;;;
RO;033;AJ812994;;242517;;;
RO;033;AJ813023;;20855;;;
RO;033;AJ813038;;23320;;;
RO;033;AJ813042;;122785;;;
RO;033;AJ813049;;97079;;;
RO;033;AJ813065;;25332;;;
RO;033;AJ81307;;79765;;;
RO;033;AJ813088;;32950;;;
RO;033;AJ813090;;17749;;;
RO;033;AJ813092;;8454;;;
RO;033;AJ813093;;30542;;;
RO;033;AJ813096;;30542;;;
RO;033;AJ813101;;43753;;;
RO;033;AJ813107;;19102;;;
RO;033;AJ813111;;12014;;;
RO;033;AJ813113;;9931;;;
RO;033;AJ813121;;27855;;;
RO;033;AJ813123;;5188;;;
RO;033;AJ813124;;9731;;;
RO;033;AJ813129;;2411;;;
RO;033;AJ813156;;216598;;;
RO;033;AJ813157;;130349;;;
RO;033;AJ813202;;3323;;;
RO;033;AJ81329;;657656;;;
RO;033;AJ81330;;554775;;;
RO;033;AJ813317;;84477;;;
RO;033;AJ813348;;12116;;;
RO;033;AJ813535;;1099440;;;
RO;033;AJ813537;;1142958;;;
RO;033;AJ813538;;1178000;;;
RO;033;AJ813539;;1088534;;;
RO;033;AJ813558;;38107;;;
RO;033;AJ813559;;9858639;;;
RO;033;AJ813559E;;9858639;;;
RO;033;AJ813560;;2610082;;;
RO;033;AJ813561;;330216;;;
RO;033;AJ813564;;24980;;;
RO;033;AJ813573;;62834;;;
RO;033;AJ813574;;48483;;;
RO;033;AJ813577;;1497599;;;
RO;033;AJ813578;;292274;;;
RO;033;AJ813595;;26711;;;
RO;033;AJ813600;;9569569;;;
RO;033;AJ813605;;5468325;;;
RO;033;AJ813606;;2164636;;;
RO;033;AJ813609;;8592;;;
RO;033;AJ813622E;;8713019;;;
RO;033;AJ813624;;1213375;;;
RO;033;AJ813639;;39864;;;
RO;033;AJ813643;;103041;;;
RO;033;AJ813654;;32776;;;
RO;033;AJ81368;;78346;;;
RO;033;AJ81377;;-000000000054833;;;
RO;033;AJ81378;;-000000000052295;;;
RO;033;AJ81468;;-000000000013030;;;
RO;033;AJ81714;;188858;;;
RO;033;AJ81715;;188858;;;
RO;033;AJ81757;;347650;;;
RO;033;AJ81760;;90124;;;
RO;033;AJ81906;;43673;;;
RO;033;AJ82256E;;4437392;;;
RO;033;AJ82267E;;2887739;;;
RO;033;AJ82289;;43584;;;
RO;033;AJ82290;;35281;;;
RO;033;AJ82293;;57005;;;
RO;033;AJ82309;;306352;;;
RO;033;AJ82310;;306352;;;
RO;033;AJ82325;;51313;;;
RO;033;AJ82327;;57699;;;
RO;033;AJ82344;;35624;;;
RO;033;AJ82458E;;5888804;;;
RO;033;AJ82467;;55349;;;
RO;033;AJ82528;;12614;;;
RO;033;AJ82697;;16383;;;
RO;033;AJ82702;;55349;;;
RO;033;AJ82733;;604416;;;
RO;033;AJ82738E;;4437392;;;
RO;033;AJ82763;;56351;;;
RO;033;AJ82766;;11613;;;
RO;033;AJ82851;;241832;;;
RO;033;AJ82895;;0;;;
RO;033;AJ83000;;166334;;;
RO;033;AJ83017;;5188;;;
RO;033;AJ83280;;36275;;;
RO;033;AJ83302E;;4437392;;;
RO;033;AJ83356;;2006;;;
RO;033;AJ83445;;6905;;;
RO;033;AJ83525;;3724;;;
RO;033;AJ83575;;283267;;;
RO;033;AJ83576;;273531;;;
RO;033;AJ83694;;26693;;;
RO;033;AJ83698;;26658;;;
RO;033;AJ83744;;29132;;;
RO;033;AJ83874;;31997;;;
RO;033;AJ83899;;-000000000090905;;;
RO;033;AJ83902;;6590;;;
RO;033;AJ83990;;195261;;;
RO;033;AJ83990E;;180048;;;
RO;033;AJ84053;;342690;;;
RO;033;AJ84075;;797938;;;
RO;033;AJ84079;;142221;;;
RO;033;AJ84136;;21812;;;
RO;033;AJ84290;;33844;;;
RO;033;AJ84493;;211480;;;
RO;033;AJ84632;;6456;;;
RO;033;AJ84638;;6456;;;
RO;033;AJ85311;;273531;;;
RO;033;AJ85314;;0;;;
RO;033;AJ85326;;1144529;;;
RO;033;AJ85632;;121022;;;
RO;033;AJ85676;;38004;;;
RO;033;AJ85835;;291633;;;
RO;033;AJ86468;;25394;;;
RO;033;AJ86484;;22488;;;
RO;033;AJ86490;;182464;;;
RO;033;AJ86675;;65868;;;
RO;033;AJ87277;;2044753;;;
RO;033;AJ87654;;96371;;;
RO;033;AJ87734;;51927;;;
RO;033;AJ87922;;15360;;;
RO;033;AJ87977;;27690;;;
RO;033;AJ87991;;1948;;;
RO;033;AJ87992;;3528;;;
RO;033;AJ88044;;16597;;;
RO;033;AJ88045;;23783;;;
RO;033;AJ88047;;4427;;;
RO;033;AJ88285;;21087;;;
RO;033;AJ88400;;21087;;;
RO;033;AJ88430;;1352;;;
RO;033;AJ88461;;6269;;;
RO;033;AJ88508;;6634449;;;
RO;033;AJ88508E;;4437392;;;
RO;033;AJ88509;;5719319;;;
RO;033;AJ88509E;;5888804;;;
RO;033;AJ88535;;291633;;;
RO;033;AJ88536;;336428;;;
RO;033;AJ88537;;385063;;;
RO;033;AJ88538;;396615;;;
RO;033;AJ88582;;114659;;;
RO;033;AJ88655;;16063;;;
RO;033;AJ88894;;4925;;;
RO;033;AJ88908;;211520;;;
RO;033;AJ88909;;396615;;;
RO;033;AJ88912;;70051;;;
RO;033;AJ88922;;9953;;;
RO;033;AJ88957;;37653;;;
RO;033;AJ88987;;31655;;;
RO;033;AJ88988;;31655;;;
RO;033;AJ89037;;43700;;;
RO;033;AJ89055;;131626;;;
RO;033;AJ89062;;15057;;;
RO;033;AJ89074;;24330;;;
RO;033;AJ89098;;50647;;;
RO;033;AJ89184;;320947;;;
RO;033;AJ89188;;5008043;;;
RO;033;AJ89188E;;2571056;;;
RO;033;AJ89189;;43753;;;
RO;033;AJ89207;;19600;;;
RO;033;AJ89209;;20517;;;
RO;033;AJ89469;;37025;;;
RO;033;AJ89485;;38432;;;
RO;033;AJ89510;;8392;;;
RO;033;AJ89556;;4845;;;
RO;033;AJ89617;;849327;;;
RO;033;AJ89778;;232648;;;
RO;033;AJ89824;;424536;;;
RO;033;AJ89843;;424536;;;
RO;033;AJ89855;;1154741;;;
RO;033;AJ89915;;168474;;;
RO;033;AJ89952;;56867;;;
RO;033;AJ89953;;63679;;;
RO;033;AKP10;;-000000000017865;;;
RO;033;AKP1200;;25852;;;
RO;033;AKP1201;;3948;;;
RO;033;AKP1202;;25852;;;
RO;033;AKP1203;;25852;;;
RO;033;AKP148;;13460;;;
RO;033;AKP2;;28638;;;
RO;033;AKP250;;13460;;;
RO;033;AKP251;;14808;;;
RO;033;AKP252;;60384;;;
RO;033;AKP253;;60384;;;
RO;033;AKP3;;28638;;;
RO;033;AKP301;;0;;;
RO;033;AKP310;;74015;;;
RO;033;AKP318;;71340;;;
RO;033;AKP319;;50527;;;
RO;033;AKP324;;105006;;;
RO;033;AKP334;;-000000000016123;;;
RO;033;AKP335;;32634;;;
RO;033;AKP336;;44444;;;
RO;033;AKP337;;52803;;;
RO;033;AKP346;;49940;;;
RO;033;AKP347;;57156;;;
RO;033;AKP374;;215164;;;
RO;033;AKP375;;215164;;;
RO;033;AKP380;;27350;;;
RO;033;AKP381;;30676;;;
RO;033;AKP382;;16250;;;
RO;033;AKP383;;14815;;;
RO;033;AKP384;;248751;;;
RO;033;AKP393;;0;;;
RO;033;AKP4;;28638;;;
RO;033;AKP400;;4981;;;
RO;033;AKP401;;11844;;;
RO;033;AKP464;;452835;;;
RO;033;AKP465;;122703;;;
RO;033;AKP470;;150753;;;
RO;033;AKP471;;113775;;;
RO;033;AKP474;;95460;;;
RO;033;AKP475;;95460;;;
RO;033;AKP5;;28638;;;
RO;033;AKP6;;3951;;;
RO;033;AKP7;;3722;;;
RO;033;AKP746;;36238;;;
RO;033;AKP747;;47255;;;
RO;033;AXX1300;;72116;;;
RO;033;AXX1301;;72116;;;
RO;033;AXX150701;;-000000000954495;;;
RO;033;AXX150801;;-000000000900467;;;
RO;033;AXX1516;;201286;;;
RO;033;AXX1517;;226240;;;
RO;033;AXX1530;;52675;;;
RO;033;AXX1531;;52675;;;
RO;033;AXX1562;;112034;;;
RO;033;AXX1582;;43081;;;
RO;033;AXX1583;;43081;;;
RO;033;AXX1593;;21540;;;
RO;033;AXX1626;;31606;;;
RO;033;AXX1627;;31606;;;
RO;033;AXX1632;;18015;;;
RO;033;AXX1633;;18015;;;
RO;033;AXX1642;;440538;;;
RO;033;AXX1644;;103035;;;
RO;033;AXX1648;;94596;;;
RO;033;AXX1649;;94596;;;
RO;033;AXX1662;;446807;;;
RO;033;AXX1696;;38027;;;
RO;033;AXX1697;;38027;;;
RO;033;BAC1020;;25999;;;
RO;033;BAC1027;;32536;;;
RO;033;BAC1028;;15898;;;
RO;033;BAC1086;;34040;;;
RO;033;BAC1087;;-000000000012318;;;
RO;033;BAC1126;;8249;;;
RO;033;BAC1127;;14773;;;
RO;033;BAC1132;;-000000000001873;;;
RO;033;BAC1133;;-000000000001873;;;
RO;033;BAC1236;;3693;;;
RO;033;BAC1237;;3693;;;
RO;033;BAC1242;;134047;;;
RO;033;BAC1244;;1891;;;
RO;033;BAC1245;;3948;;;
RO;033;BAC1298;;14782;;;
RO;033;BAC1299;;8695;;;
RO;033;BAC1300;;10199;;;
RO;033;BAC1301;;8695;;;
RO;033;BAC1302;;8554;;;
RO;033;BAC1303;;12681;;;
RO;033;BAC1304;;7644;;;
RO;033;BAC1305;;7644;;;
RO;033;BAC1331;;85117;;;
RO;033;BAC1332;;81140;;;
RO;033;BAC1337;;154224;;;
RO;033;BAC1338;;124832;;;
RO;033;BAC1344;;35927;;;
RO;033;BAC1360;;12432;;;
RO;033;BAC1361;;12432;;;
RO;033;BAC1362;;8409;;;
RO;033;BAC1364;;8409;;;
RO;033;BAC1365;;10443;;;
RO;033;BAC1401;;3630;;;
RO;033;BAC1494;;19404;;;
RO;033;BAC1542;;11774;;;
RO;033;BAC1543;;3612;;;
RO;033;BAC1546;;738;;;
RO;033;BAC1547;;738;;;
RO;033;BAC1548;;17727;;;
RO;033;BAC1549;;16163;;;
RO;033;BAC1550;;6425;;;
RO;033;BAC1551;;6425;;;
RO;033;BAC1562;;13055;;;
RO;033;BAC1563;;11552;;;
RO;033;BAC1573;;242579;;;
RO;033;BAC1692;;25161;;;
RO;033;BAC1693;;22433;;;
RO;033;BAC1694;;22742;;;
RO;033;BAC1834;;18615;;;
RO;033;BAC1835;;14609;;;
RO;033;BAC1959;;63927;;;
RO;033;BAC1977;;10635;;;
RO;033;BAC2288;;16285;;;
RO;033;BAC2479;;14637;;;
RO;033;BAC2480;;13460;;;
RO;033;BAC2481;;18060;;;
RO;033;BAC2482;;17199;;;
RO;033;BAC2483;;18466;;;
RO;033;BAC2516;;28143;;;
RO;033;BAC2517;;33953;;;
RO;033;BAC2928;;53020;;;
RO;033;BAC2929;;53020;;;
RO;033;BAC2934;;36489;;;
RO;033;BAC2935;;36489;;;
RO;033;BAC2936;;8343;;;
RO;033;BAC2937;;33239;;;
RO;033;BAC3480;;3853;;;
RO;033;BAC3481;;3853;;;
RO;033;BAC3513;;-000000000000631;;;
RO;033;BAC3532;;6317;;;
RO;033;BAC3823;;46520;;;
RO;033;BAC3838;;19783;;;
RO;033;BAC3842;;33521;;;
RO;033;BAC3843;;26839;;;
RO;033;BAC3844;;24241;;;
RO;033;BAC3845;;24241;;;
RO;033;BAC4194;;5263;;;
RO;033;BAC4195;;5250;;;
RO;033;BAC4670;;69064;;;
RO;033;BAC4671;;92278;;;
RO;033;BAC4672;;110797;;;
RO;033;BAC4673;;107104;;;
RO;033;BAC4770;;62604;;;
RO;033;BAC4771;;-000000000012967;;;
RO;033;BAC5091;;16095;;;
RO;033;BAC5416;;37822;;;
RO;033;BAC5417;;41698;;;
RO;033;BAC5420ND;;92278;;;
RO;033;BAC5421ND;;92278;;;
RO;033;BAC6019;;55951;;;
RO;033;BAC6224;;5130;;;
RO;033;BAC6301;;10866;;;
RO;033;BAC6416;;-000000000003489;;;
RO;033;BAC6646;;4662;;;
RO;033;BAC6647;;8018;;;
RO;033;BBC1028;;1219;;;
RO;033;BBC2298;;15382;;;
RO;033;BBC2682;;733618;;;
RO;033;BBC2856;;31583;;;
RO;033;BBC2996;;-000000000022385;;;
RO;033;BBC2997;;-000000000022385;;;
RO;033;BBC3284;;11146;;;
RO;033;BBC3285;;34850;;;
RO;033;BBC4149;;-000000000002289;;;
RO;033;BBC4150;;-000000000002030;;;
RO;033;BBC4151;;-000000000002030;;;
RO;033;BBC44411;;17264;;;
RO;033;BBC4451;;4467;;;
RO;033;BBC4770;;19511;;;
RO;033;BBC4954;;59496;;;
RO;033;BBC4955;;43356;;;
RO;033;BBC5181;;176016;;;
RO;033;BBC5932;;25886;;;
RO;033;BBC5933;;49708;;;
RO;033;BBC6292;;13148;;;
RO;033;BBC6483;;7106;;;
RO;033;BBC6560;;87495;;;
RO;033;BBC6561;;92644;;;
RO;033;BBC6565;;70370;;;
RO;033;BBC7088;;5749;;;
RO;033;BBC7649;;50400;;;
RO;033;BBC7654;;6502;;;
RO;033;BBC8624;;152900;;;
RO;033;BBC8625;;152900;;;
RO;033;BBC8889;;6864;;;
RO;033;BBC8938;;14521;;;
RO;033;BBC9492;;131422;;;
RO;033;BBC9875;;12691;;;
RO;033;BBC9877;;4516;;;
RO;033;BBC9891;;8758;;;
RO;033;BCC1028;;11810;;;
RO;033;BCC2064;;26284;;;
RO;033;BCC2421;;13193;;;
RO;033;BCC2695;;-000000000020465;;;
RO;033;BCC3434;;137415;;;
RO;033;BCC3435;;138786;;;
RO;033;BCC3442;;85214;;;
RO;033;BCC3443;;69405;;;
RO;033;BCC3636;;8591;;;
RO;033;BCC3638;;5954;;;
RO;033;BCC3639;;3132;;;
RO;033;BCC3644;;3973;;;
RO;033;BCC3665;;19120;;;
RO;033;BCC3729;;23908;;;
RO;033;BCC3730;;23650;;;
RO;033;BCC4090;;38661;;;
RO;033;BCC4091;;-000000000008896;;;
RO;033;BCC4606;;2674;;;
RO;033;BCC4607;;2960;;;
RO;033;BCC4621;;9468;;;
RO;033;BCC4626;;5811;;;
RO;033;BCC4627;;8774;;;
RO;033;BCC4811;;11477;;;
RO;033;BCC4853;;-000000000001133;;;
RO;033;BCC5120;;111296;;;
RO;033;BCC5316;;44243;;;
RO;033;BCC5317;;42954;;;
RO;033;BCC5318;;45386;;;
RO;033;BCC5319;;86070;;;
RO;033;BCC6047;;45562;;;
RO;033;BCC7849;;73224;;;
RO;033;BCC8796;;8961;;;
RO;033;BCC9616;;-000000000001643;;;
RO;033;BCC9617;;-000000000001846;;;
RO;033;BCC9647;;0;;;
RO;033;BD38380;;11836;;;
RO;033;BD38381;;13755;;;
RO;033;BD40718;;3478;;;
RO;033;BD41407;;18559;;;
RO;033;BD41408;;19707;;;
RO;033;BD41409;;22568;;;
RO;033;BD41410;;22568;;;
RO;033;BD42436;;10475;;;
RO;033;BD43266;;2509;;;
RO;033;BD43267;;2509;;;
RO;033;BD440931;;45676;;;
RO;033;BD440941;;54675;;;
RO;033;BD44162;;-000000000008870;;;
RO;033;BD44232;;126109;;;
RO;033;BD44237;;8717;;;
RO;033;BD44240;;3911;;;
RO;033;BD44241;;5945;;;
RO;033;BD44243;;14833;;;
RO;033;BD44315;;111619;;;
RO;033;BD44385;;8695;;;
RO;033;BD44391;;24161;;;
RO;033;BD44393;;27815;;;
RO;033;BD44394;;10574;;;
RO;033;BD444871;;47064;;;
RO;033;BD444881;;47064;;;
RO;033;BD44533;;4751;;;
RO;033;BD446431;;799;;;
RO;033;BD44773;;20504;;;
RO;033;BD44991;;4178;;;
RO;033;BD44992;;8932;;;
RO;033;BD45170;;10442;;;
RO;033;BD45171;;9997;;;
RO;033;BD45628;;95612;;;
RO;033;BD45629;;61690;;;
RO;033;BD45640;;26930;;;
RO;033;BD45672;;26168;;;
RO;033;BD45673;;19369;;;
RO;033;BD45919;;6323;;;
RO;033;BD45920;;12791;;;
RO;033;BD46139;;3332;;;
RO;033;BD464401;;5786;;;
RO;033;BD464403;;-000000000000958;;;
RO;033;BD46763;;31579;;;
RO;033;BD46764;;30845;;;
RO;033;BD48027;;31868;;;
RO;033;BD48752;;-000000000000827;;;
RO;033;BD48753;;-000000000000820;;;
RO;033;BDC3840;;208779;;;
RO;033;BDC3841;;109157;;;
RO;033;BDC4076;;-000000000013205;;;
RO;033;BDC4079;;-000000000001279;;;
RO;033;BDC4279;;8614;;;
RO;033;BDC4528;;29296;;;
RO;033;BDC4529;;85656;;;
RO;033;BDC4530;;25284;;;
RO;033;BDC4531;;17845;;;
RO;033;BDC4589;;-000000000026072;;;
RO;033;BDC4720;;0;;;
RO;033;BDC4776;;4289;;;
RO;033;BDC4777;;3942;;;
RO;033;BDC4856;;21607;;;
RO;033;BDC4857;;21607;;;
RO;033;BDC5098;;140864;;;
RO;033;BDC5296;;23182;;;
RO;033;BDC5374;;36001;;;
RO;033;BDC5720;;29606;;;
RO;033;BDC5721;;26871;;;
RO;033;BDC5722;;23352;;;
RO;033;BDC5723;;25630;;;
RO;033;BDC5724;;23352;;;
RO;033;BDC5726;;26871;;;
RO;033;BDC5727;;26747;;;
RO;033;BDC5746;;23307;;;
RO;033;BDC6776;;27232;;;
RO;033;BDC6777;;30840;;;
RO;033;BDC7042;;84766;;;
RO;033;BDC7178;;49040;;;
RO;033;BDC7218;;45795;;;
RO;033;BDC7219;;35990;;;
RO;033;BDC7550;;53584;;;
RO;033;BDC7602;;204695;;;
RO;033;BDC7973;;39755;;;
RO;033;BDC8078;;114774;;;
RO;033;BDC8081;;136779;;;
RO;033;BDC8164;;62604;;;
RO;033;BDC8694;;13442;;;
RO;033;BDC8695;;15440;;;
RO;033;BDC8696;;7481;;;
RO;033;BDC8697;;7729;;;
RO;033;BDC8708;;41370;;;
RO;033;BDC9102;;-000000000003059;;;
RO;033;BDC9436;;12815;;;
RO;033;BDC9452;;38565;;;
RO;033;BDC9453;;23980;;;
RO;033;BDC9804;;3693;;;
RO;033;BDC9805;;3693;;;
RO;033;BEC10006;;-000000000059739;;;
RO;033;BEC10007;;-000000000042020;;;
RO;033;BEC1011;;112208;;;
RO;033;BEC10283;;90469;;;
RO;033;BEC10495FDL;;10100;;;
RO;033;BEC10495JDL;;4703;;;
RO;033;BEC10612;;5237;;;
RO;033;BEC10613;;5237;;;
RO;033;BEC10624FDL;;5326;;;
RO;033;BEC10624JDL;;13651;;;
RO;033;BEC10625FDL;;5366;;;
RO;033;BEC10625JDL;;13651;;;
RO;033;BEC10674;;15289;;;
RO;033;BEC10678;;10481;;;
RO;033;BEC10684;;4267;;;
RO;033;BEC10747;;23263;;;
RO;033;BEC10966;;129356;;;
RO;033;BEC10988;;-000000000000670;;;
RO;033;BEC11137JFF;;53676;;;
RO;033;BEC11142A;;-000000000023519;;;
RO;033;BEC11143AEE;;-000000000023098;;;
RO;033;BEC11284;;106855;;;
RO;033;BEC11370;;7230;;;
RO;033;BEC1187;;-000000000132169;;;
RO;033;BEC12174;;36619;;;
RO;033;BEC12175;;36619;;;
RO;033;BEC12232;;11805;;;
RO;033;BEC12233;;15711;;;
RO;033;BEC12270;;108029;;;
RO;033;BEC12271;;143631;;;
RO;033;BEC12272;;32696;;;
RO;033;BEC12273;;57547;;;
RO;033;BEC12648;;121098;;;
RO;033;BEC12649;;109502;;;
RO;033;BEC12668;;36585;;;
RO;033;BEC12669;;36585;;;
RO;033;BEC12670;;36585;;;
RO;033;BEC12671;;35158;;;
RO;033;BEC13168;;107478;;;
RO;033;BEC13248NDD;;314404;;;
RO;033;BEC13310;;15613;;;
RO;033;BEC13462;;124832;;;
RO;033;BEC13468;;782861;;;
RO;033;BEC13469XXX;;590395;;;
RO;033;BEC13514;;28687;;;
RO;033;BEC13537;;103264;;;
RO;033;BEC13624XXX;;704632;;;
RO;033;BEC13629;;124832;;;
RO;033;BEC14009;;63914;;;
RO;033;BEC14010;;13782;;;
RO;033;BEC14082;;4876;;;
RO;033;BEC14085;;3025;;;
RO;033;BEC14152;;240283;;;
RO;033;BEC14242;;32513;;;
RO;033;BEC14243;;32513;;;
RO;033;BEC14256AEM;;-000000000020085;;;
RO;033;BEC14257AEM;;-000000000020085;;;
